street,city,state,zipcode,latitude,longitude,license,expiration
41686 Tanager Dr,Big Bear Lake,CA,92315,34.2474722,-116.8925755,BCA-103176,9/5/2021
42745 Tannenbaum Dr,Big Bear Lake,CA,92315,34.2450462,-116.8700683,BCA-103125,7/16/2021
Tannenbaum Dr,Big Bear Lake,CA,92314,34.2452133,-116.8702517,BCA-102502,7/19/2021
800 Tehama Dr,Big Bear Lake,CA,92315,34.2374902,-116.8631733,BCA-103559,10/5/2021
454 Temple Ln,Big Bear Lake,CA,92315,34.2443612,-116.925194,BCA-105198,3/2/2022
539 Temple Ln,Big Bear Lake,CA,92315,34.2428864,-116.9237679,BCA-104126,11/14/2021
414 Tennessee St,Vallejo,CA,94590,38.1102582,-122.2558618,BCA-103422,10/21/2021
1163 Teton Dr,Big Bear Lake,CA,92315,34.23061320000001,-116.8516689,BCA-103479,10/21/2021
116 Round Dr,Big Bear Lake,CA,92315,34.2514131,-116.9408344,BCA-104034,11/5/2021
608 San Gorgonio Dr,Big Bear Lake,CA,92315,34.2413135,-116.8868472,BCA-104263,11/27/2021
43208 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2328331,-116.8598601,BCA-104888,1/17/2022
43785 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2295411,-116.8469405,BCA-105260,2/23/2022
421 Santa Clara Blvd,Big Bear Lake,CA,92315,34.2445641,-116.8753672,BCA-104674,12/15/2021
350 Scandia Rd,Big Bear Lake,CA,92315,34.2460926,-116.8772537,BCA-103091,9/22/2021
550 Edgemoor Rd,Big Bear Lake,CA,92315,34.2426223,-116.9311053,BCA-103216,9/27/2021
571 Edgemoor Rd,Big Bear Lake,CA,92315,34.2423355,-116.9305303,BCA-105106,3/9/2022
781 Edgemoor Rd,Big Bear Lake,CA,92315,34.2386521,-116.9299322,BCA-103095,9/14/2021
673 Elm St,Neenah,WI,54956,44.1751626,-88.4576292,BCA-103643,9/19/2021
694 Elm St,Big Bear Lake,CA,92315,34.2395708,-116.8748955,BCA-102634,7/3/2021
884 Elm St SE,Gainesville,GA,30501,34.2956878,-83.8114794,BCA-103481,10/22/2021
42889 Encino Rd,Big Bear Lake,CA,92315,34.2399611,-116.8665324,BCA-103217,9/27/2021
40114 Esterly Ln,Big Bear Lake,CA,92315,34.241031,-116.9268501,BCA-103154,9/14/2021
1215 Siskiyou Dr,Big Bear Lake,CA,92315,34.2302068,-116.8573291,BCA-104602,12/12/2021
1224 Siskiyou Dr,Big Bear Lake,CA,92315,34.2297095,-116.8575592,BCA-105146,3/21/2022
681 Snowbird Ct,Big Bear Lake,CA,92315,34.2401342,-116.8816019,BCA-104555,12/11/2021
42888 Sonoma Dr,Big Bear,CA,92314,34.2397892,-116.8665784,BCA-103034,9/27/2021
559 St Anton Ct,Big Bear Lake,CA,92315,34.2422151,-116.8910917,BCA-105307,10/1/2021
590 St Anton Ct,Big Bear Lake,CA,92315,34.2415981,-116.8917013,BCA-103535,9/23/2021
736 St Moritz Dr,Big Bear Lake,CA,92315,34.2391077,-116.8913333,BCA-105132,12/4/2021
306 Starlight Cir,Big Bear Lake,CA,92315,34.25488929999999,-116.8747,BCA-102588,7/10/2021
476 Starlight Cir,Big Bear Lake,CA,92315,34.2563803,-116.8725603,BCA-103728,10/7/2021
114 Starvation Flats Rd,Big Bear Lake,CA,92315,34.250062,-116.8788642,BCA-102956,8/21/2021
422 Crane Dr,Big Bear Lake,CA,92315,34.244941,-116.8945999,BCA-104042,11/9/2021
430 Crane Dr,Big Bear Lake,CA,92315,34.2447908,-116.8945539,BCA-102718,6/17/2021
438 Crane Dr,Big Bear Lake,CA,92315,34.2446112,-116.8944619,BCA-104324,11/13/2021
455 Crane Dr,Big Bear Lake,CA,92315,34.2443001,-116.8939933,BCA-103905,10/24/2021
428 Crater Lake Rd,Big Bear Lake,CA,92315,34.2448649,-116.8730665,BCA-103835,10/17/2021
565 Crestwood Dr,Houston,TX,77007,29.7694234,-95.42735379999999,BCA-104142,11/7/2021
792 Crestwood Dr,Big Bear Lake,CA,92315,34.237958,-116.8861341,BCA-104909,11/3/2021
143 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2496694,-116.8735266,BCA-104265,11/29/2021
364 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2455988,-116.874907,BCA-105241,3/26/2022
376 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2454378,-116.874907,BCA-103086,9/8/2021
447 Vista Ln,Big Bear Lake,CA,92315,34.244701,-116.9264821,BCA-104601,11/9/2021
38795 Waterview Dr,Big Bear Lake,CA,92315,34.2448962,-116.9562206,BCA-102820,8/13/2021
38797 Waterview Dr,Big Bear Lake,CA,92315,34.2445997,-116.9561976,BCA-103781,10/4/2021
42569 Willow Ave,Big Bear Lake,CA,92315,34.235975,-116.873353,BCA-105338,4/1/2022
42581 Willow Ave,Big Bear,CA,92314,34.2360341,-116.8731125,BCA-104519,11/21/2021
43568 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2281109,-116.8513468,BCA-103452,8/21/2021
41730 Brownie Ln APT 3,Big Bear Lake,CA,92315,34.2425808,-116.8915634,BCA-102832,6/29/2021
41764 Brownie Ln # 6,Big Bear Lake,CA,92315,34.2426229,-116.8909281,BCA-104204,11/21/2021
803 Cameron Dr,Big Bear Lake,CA,92315,34.2382199,-116.913693,BCA-104134,11/12/2021
805 Cameron Dr,Big Bear Lake,CA,92315,34.2384321,-116.913647,BCA-103756,11/3/2021
397 Canvasback Rd,Big Bear Lake,CA,92315,34.2454113,-116.9343369,BCA-104900,1/19/2022
373 S Catalina Ave,Redondo Beach,CA,90277,33.836661,-118.3879096,BCA-103241,9/21/2021
279 Bluebird Ct,Big Bear Lake,CA,92315,34.2472676,-116.8954051,BCA-104775,1/2/2022
43259 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2330847,-116.8585304,BCA-104552,12/11/2021
43442 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2302403,-116.8541079,BCA-104798,1/1/2022
43561 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2279515,-116.851853,BCA-103376,10/10/2021
43629 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2262995,-116.8506565,BCA-104092,10/27/2021
43414 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2306742,-116.8546601,BCA-103209,8/22/2021
43490 Bow Canyon Rd,Big Bear Lake,CA,92315,34.2293892,-116.853061,BCA-104048,10/20/2021
463 Catalina Rd,Big Bear Lake,CA,92315,34.2439066,-116.8783695,BCA-105214,1/10/2022
526 Catalina Rd,Big Bear Lake,CA,92315,34.2424812,-116.8760459,BCA-104828,1/15/2022
42531 Cedar Ave,Big Bear Lake,CA,92315,34.2366305,-116.8741708,BCA-104318,11/20/2021
42587 Cedar Ave,Big Bear Lake,CA,92315,34.236632,-116.872994,BCA-103678,10/12/2021
42670 Cedar Ave,Big Bear Lake,CA,92315,34.23700230000001,-116.8711573,BCA-103724,9/26/2021
42831 Cedar Ave,Big Bear Lake,CA,92315,34.2366693,-116.8676828,BCA-103802,9/2/2021
42840 Cedar Ave,Big Bear Lake,CA,92315,34.2369544,-116.8674987,BCA-103887,10/12/2021
440 Chip-O-Wood,Big Bear,CA,92314,34.245475,-116.9331481,BCA-105451,4/16/2022
1351 Balsam Dr,Big Bear Lake,CA,92315,34.2276173,-116.8640476,BCA-105491,4/4/2022
43094 Bear Creek Ct,Big Bear Lake,CA,92315,34.2315309,-116.86175,BCA-103557,9/15/2021
43095 Bear Creek Ct,Big Bear Lake,CA,92315,34.2314099,-116.861462,BCA-103898,10/2/2021
43096 Bear Creek Ct,Big Bear Lake,CA,92315,34.23147,-116.861789,BCA-105145,2/8/2022
38630 Big Bear Blvd,Big Bear Lake,CA,92315,34.2387987,-116.9592794,BCA-104989,3/13/2022
38777 Big Bear Blvd,Big Bear Lake,CA,92315,34.237769,-116.956178,BCA-103621,9/18/2021
41935 Switzerland Dr APT 120,Big Bear Lake,CA,92315,34.2360931,-116.8868822,BCA-104167,12/4/2021
41935 Switzerland Dr APT 28,Big Bear Lake,CA,92315,34.2364932,-116.8869181,BCA-105402,3/9/2022
41935 Switzerland Dr APT 44,Big Bear Lake,CA,92315,34.2369159,-116.8861341,BCA-104896,2/11/2022
41935 Switzerland Dr APT 52,Big Bear Lake,CA,92315,34.2366564,-116.8862737,BCA-105039,3/20/2022
41935 Switzerland Dr APT 61,Big Bear Lake,CA,92315,34.2366109,-116.885884,BCA-102301,6/22/2021
41935 Switzerland Dr Apt 66,Big Bear Lake,CA,92315,34.2368002,-116.8856032,BCA-105037,3/20/2022
41935 Switzerland Dr Apt 82,Big Bear Lake,CA,92315,34.2364713,-116.8854427,BCA-104108,10/28/2021
41935 Switzerland Dr APT 85,Big Bear Lake,CA,92315,34.2364746,-116.8857372,BCA-105036,3/20/2022
41935 Switzerland Dr Apt 87,Big Bear Lake,CA,92315,34.2361732,-116.8853324,BCA-104059,9/11/2021
41935 Switzerland Dr APT 94,Big Bear Lake,CA,92315,34.2361778,-116.8857625,BCA-103028,7/22/2021
41935 Switzerland Dr APT 11,Big Bear Lake,CA,92315,34.2368417,-116.8866349,BCA-105043,3/20/2022
41644 Tahoe Dr,Big Bear Lake,CA,92315,34.2443234,-116.8936337,BCA-104734,1/22/2022
38598 Talbot Dr,Big Bear Lake,CA,92315,34.2394112,-116.9599233,BCA-103081,7/30/2021
544 Talmadge Rd,Big Bear Lake,CA,92315,34.2426053,-116.9225718,BCA-105186,2/25/2022
862 Talmadge Rd,Big Bear Lake,CA,92315,34.2368676,-116.9231699,BCA-102561,6/2/2021
1062 Club View Dr,Big Bear Lake,CA,92315,34.2329184,-116.8654395,BCA-104585,12/28/2021
997 Club View Dr,Big Bear Lake,CA,92315,34.2340714,-116.8658882,BCA-103526,10/7/2021
1224 Club View Dr,Big Bear Lake,CA,92315,34.2299472,-116.8620228,BCA-105153,3/4/2022
39462 Lake Dr,Big Bear Lake,CA,92315,34.2502458,-116.9408344,BCA-103486,10/24/2021
39543 Lake Dr,Big Bear Lake,CA,92315,34.2486692,-116.9395004,BCA-102395,5/31/2021
39599 Lake Dr,Big Bear Lake,CA,92315,34.2475245,-116.9382124,BCA-104392,12/18/2021
39623 Lake Dr,Fawnskin,CA,92333,34.2472046,-116.9375224,BCA-103381,10/8/2021
39662 Lake Dr,Big Bear Lake,CA,92315,34.2476016,-116.9366944,BCA-105117,2/3/2022
39670 Lake Dr,Big Bear Lake,CA,92315,34.2476801,-116.9364824,BCA-102628,7/28/2021
39882 Lakeview Dr,Big Bear Lake,CA,92315,34.2485242,-116.932114,BCA-103754,9/30/2021
40072 Lakeview Dr,Big Bear Lake,CA,92315,34.2476889,-116.9278506,BCA-104022,11/9/2021
40103 Lakeview Dr,Big Bear Lake,CA,92315,34.2477619,-116.9269881,BCA-103114,7/9/2021
40156 Lakeview Dr,Big Bear Lake,CA,92315,34.24755380000001,-116.925654,BCA-103876,11/20/2021
40180 Lakeview Dr,Big Bear Lake,CA,92315,34.2466119,-116.925125,BCA-103871,10/14/2021
40230 Lakeview Dr,Big Bear Lake,CA,92315,34.2452162,-116.9242171,BCA-103773,10/30/2021
511 Lakewood Ln,Big Bear Lake,CA,92315,34.2434715,-116.9265741,BCA-102786,8/3/2021
569 Lakewood Ln,Big Bear Lake,CA,92315,34.2424027,-116.9265396,BCA-104294,11/12/2021
41618 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2417879,-116.8941399,BCA-103737,10/19/2021
43875 Mendocino Dr,Big Bear Lake,CA,92315,34.2289517,-116.8448236,BCA-104981,12/21/2021
764 Menlo Dr,Big Bear Lake,CA,92315,34.2383969,-116.8592388,BCA-103410,9/24/2021
846 Menlo Dr,Big Bear Lake,CA,92315,34.2363001,-116.8584796,BCA-104866,1/23/2022
668 Metcalf Ln,Big Bear Lake,CA,92315,34.2407052,-116.9343616,BCA-102714,5/26/2021
682 Jeffries Rd,Big Bear Lake,CA,92315,34.2403726,-116.9026974,BCA-103026,6/8/2021
42363 Juniper Dr,Big Bear Lake,CA,92315,34.2502383,-116.8778174,BCA-102974,8/30/2021
42640 Juniper Dr,Big Bear Lake,CA,92315,34.2502658,-116.8721922,BCA-105116,3/25/2022
42788 Juniper Dr,Big Bear Lake,CA,92315,34.2502151,-116.8686491,BCA-103313,8/17/2021
983 Knickerbocker Rd,Big Bear Lake,CA,92315,34.2346998,-116.9100125,BCA-104507,12/4/2021
601 Knight Ave,Big Bear Lake,CA,92315,34.2416536,-116.9040087,BCA-104375,12/19/2021
719 Knight Ave,Big Bear Lake,CA,92315,34.23960390000001,-116.9040777,BCA-103585,10/2/2021
878 Knight Ave,Big Bear Lake,CA,92315,34.2367949,-116.9049748,BCA-103920,10/15/2021
39192 N Bay Dr,Big Bear Lake,CA,92315,34.241462,-116.9469982,BCA-103093,10/30/2021
39277 Cedar Blvd,Newark,CA,94560,37.5226788,-122.0037813,BCA-103430,8/22/2021
261 Olympic Dr,Big Bear Lake,CA,92315,34.2476025,-116.8790482,BCA-102649,6/29/2021
41618 Park Ave,Big Bear Lake,CA,92315,34.2459169,-116.8940478,BCA-102867,8/14/2021
465 Georgia St,Big Bear Lake,CA,92315,34.2441323,-116.900075,BCA-104402,12/5/2021
406 Gibralter Rd,Big Bear Lake,CA,92315,34.2453922,-116.9232159,BCA-104427,11/20/2021
39996 Glenview Rd,Big Bear Lake,CA,92315,34.2422416,-116.9295642,BCA-103912,10/13/2021
41827 Golden W Pl,Big Bear Lake,CA,92315,34.238596,-116.889588,BCA-102549,6/14/2021
792 Great Spirits Way,Big Bear Lake,CA,92315,34.2382654,-116.9079998,BCA-104357,12/6/2021
43364 Primrose Dr,Big Bear Lake,CA,92315,34.2262136,-116.8562822,BCA-104930,2/1/2022
852 Ravine Rd,Big Bear Lake,CA,92315,34.2366627,-116.8604721,BCA-103332,8/20/2021
43376 Ridgecrest Dr,Big Bear Lake,CA,92315,34.2329611,-116.8552123,BCA-103524,8/12/2021
43645 Ridgecrest Dr,Big Bear Lake,CA,92315,34.22754219999999,-116.8493565,BCA-104750,1/13/2022
43526 Ridgecrest Dr,Big Bear Lake,CA,92315,34.230336,-116.852066,BCA-105143,1/12/2022
1405 Rockspray Dr,Big Bear Lake,CA,92315,34.2261937,-116.8552123,BCA-104779,2/13/2022
279 Eureka Dr,Big Bear Lake,CA,92315,34.2475493,-116.8980506,BCA-102708,7/3/2021
41941 Evergreen Dr,Big Bear Lake,CA,92315,34.239388,-116.887087,BCA-105279,3/30/2022
42621 Falcon Ave,Big Bear Lake,CA,92315,34.2393088,-116.8723763,BCA-104072,10/26/2021
42645 Falcon Ave,Big Bear Lake,CA,92315,34.2392663,-116.8718717,BCA-103640,9/18/2021
42666 Falcon Ave,Big Bear Lake,CA,92315,34.2396574,-116.87141,BCA-104456,8/12/2021
42675 Falcon Ave,Big Bear Lake,CA,92315,34.239264,-116.87121,BCA-103615,9/16/2021
42679 Falcon Ave,Big Bear Lake,CA,92315,34.239263,-116.871127,BCA-104278,10/21/2021
861 Thrush Dr #44,Big Bear Lake,CA,92315,34.2362213,-116.8889999,BCA-103365,10/20/2021
740 Tomahawk Dr,Brookfield,MO,64628,39.7766788,-93.0521472,BCA-104980,1/25/2022
895 Tulip Ln,Big Bear Lake,CA,92315,34.2364839,-116.9308868,BCA-104291,11/10/2021
42813 Ursa Major Way,Big Bear Lake,CA,92315,34.2457021,-116.8726754,BCA-102764,8/6/2021
43372 Shasta Rd,Big Bear Lake,CA,92315,34.2293993,-116.8556265,BCA-103335,8/20/2021
43563 Shasta Rd,Big Bear Lake,CA,92315,34.2249549,-116.8515769,BCA-104077,11/13/2021
43574 Shasta Rd,Big Bear Lake,CA,92315,34.2252785,-116.8508866,BCA-102493,7/11/2021
43498 Sheephorn Rd,Big Bear Lake,CA,92315,34.2366885,-116.8551203,BCA-104746,1/7/2022
40051 Sierra Trail,Big Bear Lake,CA,92315,34.244314,-116.928133,BCA-104722,1/7/2022
676 Silver Tip Dr,Big Bear Lake,CA,92315,34.2398898,-116.8647838,BCA-103187,8/21/2021
796 Silver Tip Dr,Big Bear Lake,CA,92315,34.2376079,-116.8621609,BCA-103572,10/4/2021
567 Silvertip Dr,Incline Village,NV,89451,39.252144,-119.9803315,BCA-103828,10/7/2021
799 Silver Tip Dr,Big Bear Lake,CA,92315,34.2378696,-116.8615627,BCA-103831,10/8/2021
42969 Dogwood Dr,Big Bear Lake,CA,92315,34.225733,-116.8645652,BCA-103279,8/28/2021
180 Eagle Dr,Big Bear Lake,CA,92315,34.2517125,-116.9041237,BCA-104853,11/9/2021
230 Eagle Dr,Big Bear Lake,CA,92315,34.2482017,-116.9010872,BCA-102314,5/25/2021
101 Stony Creek Rd,Big Bear Lake,CA,92315,34.2505573,-116.8692473,BCA-103720,9/26/2021
569 Summit Blvd # 1,Big Bear Lake,CA,92315,34.2422458,-116.888045,BCA-104056,12/17/2021
764 Summit Blvd Unit A,Big Bear Lake,CA,92315,34.2384454,-116.8888487,BCA-103934,10/8/2021
41594 Swan Dr,Big Bear Lake,CA,92315,34.2483821,-116.894692,BCA-104558,12/11/2021
41935 Switzerland Dr APT 103,Big Bear Lake,CA,92315,34.23617970000001,-116.8859428,BCA-104848,12/27/2021
41935 Switzerland Dr # 107,Big Bear Lake,CA,92315,34.2360864,-116.8862272,BCA-102611,7/1/2021
41572 Comstock Ln,Big Bear Lake,CA,92315,34.2409157,-116.895106,BCA-103774,10/30/2021
42769 Conifer Dr,Big Bear Lake,CA,92315,34.242145,-116.869225,BCA-104629,12/8/2021
42778 Conifer Dr,Big Bear Lake,CA,92315,34.2425297,-116.8690057,BCA-102655,6/22/2021
42584 Cougar Rd,Big Bear Lake,CA,92315,34.2422735,-116.8732966,BCA-105136,3/18/2022
42653 Cougar Rd,Big Bear Lake,CA,92315,34.2419286,-116.8718126,BCA-103532,8/30/2021
42707 Cougar Rd,Big Bear Lake,CA,92315,34.2419066,-116.8705817,BCA-104430,10/26/2021
42732 Cougar Rd,Big Bear Lake,CA,92315,34.2422086,-116.8699835,BCA-104057,12/5/2021
42798 Cougar Rd,Big Bear Lake,CA,92315,34.2417177,-116.8686491,BCA-103160,8/12/2021
42758 Willow Ave,Big Bear Lake,CA,92315,34.2362857,-116.8692371,BCA-105236,3/29/2022
42842 Willow Ave,Big Bear Lake,CA,92315,34.2363214,-116.8674617,BCA-102847,7/1/2021
43606 Yosemite Dr,Big Bear Lake,CA,92315,34.2329974,-116.8506105,BCA-104179,11/18/2021
43628 Yosemite Dr,Big Bear Lake,CA,92315,34.232754,-116.8501043,BCA-103509,9/5/2021
647 Lintner Rd,Big Bear Lake,CA,92315,34.2411984,-116.9356824,BCA-102713,5/26/2021
836 Lowe Dr,Big Bear Lake,CA,92315,34.238112,-116.958543,BCA-102526,6/8/2021
40233 Mahanoy Ln,Big Bear Lake,CA,92315,34.2413686,-116.9242279,BCA-104826,1/11/2022
638 Main St,Reisterstown,MD,21136,39.4531302,-76.8222028,BCA-104235,11/9/2021
675 Main St,Hingham,MA,02043,42.2115206,-70.88424909999999,BCA-103943,10/16/2021
41974 Mapleleaf Dr,Big Bear Lake,CA,92315,34.239072,-116.886396,BCA-103547,9/19/2021
657 Marin Rd,Big Bear Lake,CA,92315,34.24072719999999,-116.9066541,BCA-103936,11/16/2021
41596 Mcwhinney Ln,Big Bear Lake,CA,92315,34.2417235,-116.894669,BCA-103057,7/28/2021
42551 La Cerena Ave,Big Bear Lake,CA,92315,34.2373105,-116.8738487,BCA-102248,5/29/2021
42640 La Cerena Ave,Big Bear Lake,CA,92315,34.2376963,-116.8718701,BCA-105150,12/21/2021
42732 La Cerena Ave,Big Bear Lake,CA,92315,34.237665,-116.869868,BCA-104342,11/16/2021
42753 La Cerena Ave,Big Bear Lake,CA,92315,34.237278,-116.869359,BCA-103897,10/17/2021
42645 La Placida Ave,Big Bear Lake,CA,92315,34.2379488,-116.8718241,BCA-104371,12/6/2021
42683 La Placida Ave,Big Bear Lake,CA,92315,34.2379709,-116.8710004,BCA-102779,7/11/2021
149 Lagunita Ln,Big Bear Lake,CA,92315,34.2501577,-116.9295412,BCA-103882,10/12/2021
150 Lagunita Ln,Big Bear Lake,CA,92315,34.2498798,-116.9296102,BCA-104188,11/24/2021
41301 Lahontan Dr,Big Bear Lake,CA,92315,34.2454049,-116.9009952,BCA-104843,11/17/2021
42842 Monterey St,Big Bear Lake,CA,92315,34.2411802,-116.8676828,BCA-105126,3/13/2022
43060 Moonridge Rd,Big Bear Lake,CA,92315,34.2364492,-116.8628051,BCA-104024,11/8/2021
43098 Moonridge Rd,Big Bear Lake,CA,92315,34.2359999,-116.8619768,BCA-104045,12/4/2021
43128 Moonridge Rd,Big Bear Lake,CA,92315,34.2350346,-116.8600902,BCA-105171,2/9/2022
43140 Moonridge Rd,Big Bear Lake,CA,92315,34.23431890000001,-116.8607344,BCA-104094,10/26/2021
43220 Moonridge Rd,Big Bear Lake,CA,92315,34.230454,-116.858937,BCA-103967,10/20/2021
43260 Moonridge Rd,Big Bear Lake,CA,92315,34.229877,-116.8583875,BCA-104753,1/18/2022
402 Mountainaire Ln,Big Bear Lake,CA,92315,34.2453532,-116.9027421,BCA-104783,12/22/2021
424 Mountainaire Ln,Big Bear Lake,CA,92315,34.244945,-116.9028585,BCA-104364,12/21/2021
753 Mountain Sky Dr,Big Bear Lake,CA,92315,34.23871400000001,-116.886341,BCA-103662,9/23/2021
39067 N Bay Dr,Big Bear Lake,CA,92315,34.2415633,-116.9498041,BCA-103661,9/23/2021
42359 Heavenly Valley Rd,Big Bear Lake,CA,92315,34.2396445,-116.878128,BCA-104605,12/4/2021
40090 Highland Ln,Big Bear Lake,CA,92315,34.2392901,-116.9274021,BCA-105233,3/14/2022
40043 Hillcrest Dr,Big Bear Lake,CA,92315,34.2384765,-116.9284602,BCA-103668,11/24/2021
41616 Hummingbird Ln,Big Bear Lake,CA,92315,34.2477071,-116.8941399,BCA-102672,5/29/2021
40629 Ironwood Dr,Big Bear Lake,CA,92315,34.2384667,-116.9157172,BCA-104581,12/2/2021
40573 Simonds Dr #3,Big Bear Lake,CA,92315,34.2433769,-116.9164073,BCA-103444,8/13/2021
715 Georgia St,Big Bear Lake,CA,92315,34.2396301,-116.900213,BCA-104509,1/25/2022
39046 Robin Rd,Big Bear Lake,CA,92315,34.2430974,-116.9501261,BCA-104139,11/9/2021
42380 Juniper Dr,Big Bear Lake,CA,92315,34.2508335,-116.8777949,BCA-102594,7/12/2021
786 Summit Blvd,Big Bear Lake,CA,92315,34.2380829,-116.8888487,BCA-103638,9/18/2021
40217 Dream St,Big Bear Lake,CA,92315,34.2419722,-116.9245712,BCA-105360,4/24/2022
40263 Dream St,Big Bear Lake,CA,92315,34.2419538,-116.9235775,BCA-105223,4/22/2022
426 Eagle Lake Pl,Big Bear,CA,92314,34.2573184,-116.8807179,BCA-104040,11/7/2021
386 Crystal Lake Rd,Big Bear Lake,CA,92315,34.2452473,-116.874861,BCA-103779,10/1/2021
658 Marin Rd,Big Bear Lake,CA,92315,34.2407205,-116.9073979,BCA-103866,10/9/2021
1288 Club View Dr #101,Big Bear,CA,92314,34.2289324,-116.8618848,BCA-103993,10/15/2021
549 Edgemoor Rd,Big Bear Lake,CA,92315,34.2428386,-116.9305686,BCA-104285,10/16/2021
596 Summit Ave Unit B,St Paul,MN,55102,44.9410007,-93.1253169,BCA-105298,2/28/2022
569 Waynoka Ln,Big Bear Lake,CA,92315,34.2423724,-116.9251411,BCA-105113,2/21/2022
42515 Alta Vista Ave,Big Bear Lake,CA,92315,34.242567,-116.874748,BCA-103222,9/11/2021
42697 Alta Vista Ave,Big Bear Lake,CA,92315,34.242647,-116.8708578,BCA-104770,1/6/2022
42728 Alta Vista Ave,Big Bear Lake,CA,92315,34.2429639,-116.8701328,BCA-102959,8/13/2021
377 Arroyo Dr,Moorpark,CA,93021,34.2926421,-118.838025,BCA-102884,7/6/2021
414 Arroyo Dr,Big Bear Lake,CA,92315,34.2452228,-116.9288742,BCA-104586,12/3/2021
1204 Aspen Dr,Burnsville,MN,55337,44.7676358,-93.25722329999999,BCA-104137,11/12/2021
42494 Avalon Rd,Big Bear Lake,CA,92315,34.2450908,-116.8751831,BCA-104365,12/21/2021
1253 Balsam Dr,Big Bear Lake,CA,92315,34.2296872,-116.8655201,BCA-103948,10/20/2021
1263 Balsam Dr,Big Bear Lake,CA,92315,34.2299629,-116.8646918,BCA-103908,10/13/2021
42554 Peregrine Ave,Big Bear Lake,CA,92315,34.239004,-116.8738832,BCA-104343,11/15/2021
42570 Peregrine Ave,Big Bear Lake,CA,92315,34.238968,-116.8734806,BCA-102596,6/13/2021
42595 Peregrine Ave,Big Bear Lake,CA,92315,34.2386103,-116.8728766,BCA-104919,2/12/2022
42720 Peregrine Ave,Big Bear Lake,CA,92315,34.2390053,-116.8700756,BCA-104974,2/19/2022
42769 Peregrine Ave,Big Bear Lake,CA,92315,34.2385949,-116.868947,BCA-103588,10/2/2021
1342 Pigeon Rd,Big Bear Lake,CA,92315,34.2279412,-116.8631773,BCA-104805,2/24/2022
154 Poplar St,Big Bear Lake,CA,92315,34.2492865,-116.8690862,BCA-105107,12/23/2021
197 Finch Dr,Big Bear Lake,CA,92315,34.2490617,-116.8996609,BCA-104190,11/1/2021
42440 Fox Farm Rd,Big Bear Lake,CA,92315,34.2490575,-116.8763253,BCA-103889,10/8/2021
42580 Fox Farm Rd,Big Bear Lake,CA,92315,34.249039,-116.8732966,BCA-104245,11/6/2021
482 Tavern Ln,Big Bear Lake,CA,92315,34.2439421,-116.9336123,BCA-104709,12/23/2021
179 Teakwood Dr,Big Bear Lake,CA,92315,34.2519512,-116.8701676,BCA-103593,10/7/2021
240 Teakwood Dr,Princeton,TX,75407,33.1783288,-96.5029802,BCA-105114,3/4/2022
41235 Terrapin Rd,Big Bear Lake,CA,92315,34.2366897,-116.9026054,BCA-104369,12/1/2021
1178 Teton Dr,Big Bear Lake,CA,92315,34.2310549,-116.8523592,BCA-104918,2/23/2022
104 Round Dr,Big Bear Lake,CA,92315,34.2511901,-116.9409264,BCA-103761,10/22/2021
741 St Moritz Dr,Big Bear Lake,CA,92315,34.2389126,-116.8909652,BCA-105359,4/23/2022
43606 San Pasqual Dr,Big Bear Lake,CA,92315,34.2288374,-116.8506565,BCA-103539,9/11/2021
1271 Sand Canyon Ct,Big Bear Lake,CA,92315,34.2292669,-116.8470785,BCA-104840,1/12/2022
43255 Sand Canyon Rd,Big Bear Lake,CA,92315,34.2339422,-116.8585716,BCA-104311,11/23/2021
284 Santa Clara Blvd,Big Bear Lake,CA,92315,34.2471027,-116.8758733,BCA-104029,11/2/2021
329 Santa Clara Blvd,Big Bear Lake,CA,92315,34.2463097,-116.8751371,BCA-104736,12/29/2021
422 Santa Clara Blvd,Big Bear Lake,CA,92315,34.244545,-116.875973,BCA-102558,6/14/2021
201 Elgin Rd,Big Bear Lake,CA,92315,34.2491324,-116.9372004,BCA-105108,1/30/2022
42870 Encino Rd,Big Bear Lake,CA,92315,34.2403762,-116.8669926,BCA-105173,3/15/2022
42947 Encino Rd,Big Bear Lake,CA,92315,34.2398678,-116.8653475,BCA-103999,11/6/2021
40139 Esterly Ln,Big Bear Lake,CA,92315,34.2407588,-116.9262981,BCA-105353,3/3/2022
40159 Esterly Ln,Big Bear Lake,CA,92315,34.2407543,-116.925976,BCA-102618,7/13/2021
234 Eureka Dr,Big Bear Lake,CA,92315,34.25304,-116.902827,BCA-104991,2/10/2022
1134 Siskiyou Dr,Big Bear Lake,CA,92315,34.2317633,-116.8584222,BCA-105295,1/21/2022
1194 Siskiyou Dr,Big Bear Lake,CA,92315,34.2304223,-116.8582955,BCA-103189,9/22/2021
